-0.086410512,-0.295473084,0.571068758,-0.401536146,1.460798358,-0.114340952,-0.284893368,-0.326057961,-0.403375467,1.451475707,-1,
1.53490732,0.530387617,-0.365602339,-0.318214924,-0.211077445,1.557809996,0.178920026,-0.318633548,-0.352069416,-0.272135892,-1,
-0.102463164,-0.260417133,0.361505052,2.85751451,0.40580892,-0.130129656,-0.26913156,-0.386581463,3.040480601,0.312284257,1,
1.294117543,-0.031207981,0.340075045,-0.347655317,-0.284983924,1.29976735,-0.157496677,-0.39075042,-0.370417945,-0.338108344,1,
-0.55996374,-0.516793725,0.08695309,-0.622358835,-1.090039814,-0.573783608,-0.376367539,-0.411631278,-0.530024431,-1.000684074,1,
-0.576016392,-0.321571521,-0.708389352,-0.62427448,-1.094735677,-0.589128514,-0.29640168,-0.136930706,-0.53106387,-1.004247631,1,
1.438591409,-0.17519173,-1.485827876,-0.329991081,-0.240640037,1.454186749,-0.229360886,0.630588229,-0.35943771,-0.298628721,-1,
1.591091601,-0.367538683,0.963023177,-0.311345498,-0.1938326,1.618506997,-0.316202128,-0.116641586,-0.34775346,-0.256617798,-1,
1.462670387,-0.522433642,-0.02067989,-0.327047042,-0.233249389,1.480041787,-0.378517297,-0.404664051,-0.357599247,-0.292018495,-1,
1.502802016,-0.404437744,-0.250050206,-0.322140309,-0.220931642,1.523208738,-0.331663445,-0.358270957,-0.354529793,-0.28098222,1,
-0.367331918,2.597951482,1.510678263,-0.437798451,1.338415587,-0.388471302,2.187306271,0.385965331,-0.425102324,1.310283663,1,
-1.707728344,-0.543481957,0.125530594,2.339422141,-0.193616898,-1.633027796,-0.386460699,-0.411826581,2.295836058,-0.256423396,1,
-1.595359781,-0.680941096,0.112141931,2.375688607,-0.151657091,-1.532721757,-0.435250606,-0.411896429,2.345534931,-0.218466857,1,
-0.937201057,-0.625905834,-0.389039773,-0.564473426,-0.268091014,-0.930411633,-0.416358744,-0.30926448,-0.498134844,-0.323105223,-1,
2.000434222,-0.008980075,0.796761701,-0.26129683,-0.068191587,2.066290533,-0.145879213,-0.220786642,-0.315913105,-0.142135257,-1,
0.916880226,-0.760121099,-0.946144311,-0.272027914,1.897879683,0.902306079,-0.460925577,0.045426171,-0.322798673,1.975104237,-1,
-1.033516968,0.894991624,-0.43502439,-0.576586571,-0.301876833,-1.0201342,0.445155844,-0.289579419,-0.504885067,-0.353066252,1,
-0.985359013,-0.933078536,0.905820246,-0.570529999,-0.284983924,-0.975340615,-0.510832992,-0.155019041,-0.501515049,-0.338108344,1,
0.10622131,-0.877785238,-0.428804277,-0.542859572,-0.895161503,0.076296938,-0.495799319,-0.29234306,-0.485988999,-0.849715475,-1,
0.37911639,1.408297742,-0.792067041,-0.459528812,-0.565828543,0.350075635,0.883793778,-0.078011914,-0.437947272,-0.580911199,-1,
1.438591409,0.318909182,1.993094892,-0.329991081,-0.240640037,1.454186749,0.041750719,1.031495352,-0.35943771,-0.298628721,1,
1.880039334,0.842462991,-2.197690462,-0.276017026,-0.105144826,1.933574021,0.404477595,1.766027967,-0.325350122,-0.176066213,-1,
-0.447595177,1.580812832,-2.971888011,-0.502898269,-0.096346436,-0.465948033,1.04796959,3.470415983,-0.463191205,-0.168007038,-1,
-0.632200673,-0.28552029,-0.998866899,-0.526115132,-0.161102588,-0.642717213,-0.28045379,0.092114097,-0.476490328,-0.227035515,-1,
0.017931725,3.222544578,-0.443787244,-0.553395619,-0.920988749,-0.011347673,3.032156244,-0.285632438,-0.491925907,-0.870069236,-1,
-0.640226999,0.951722548,0.207020479,-0.63193706,-1.113519128,-0.650357697,0.489966168,-0.408246156,-0.535211439,-1.018466921,1,
-1.073648598,-1.062391129,-0.370152507,2.544068627,0.0431563,-1.057358761,-0.542611015,-0.3168497,2.581064174,-0.038586021,1,
1.599117927,-0.813165803,-0.305426089,-0.310364152,-0.191369051,1.627193041,-0.4771326,-0.3406355,-0.347135825,-0.254397081,1,
-0.078384186,1.95094617,0.816748688,0.082210467,-1.186490578,-0.106440958,1.428655542,-0.209460049,-0.078607191,-1.073176752,1,
0.997143485,-0.410999215,0.588693382,-0.383965135,-0.376135247,0.98617652,-0.334372425,-0.319333761,-0.392716315,-0.418282518,1,
-1.210096138,-0.470310493,-0.2208116,-0.598794005,-0.363817501,-1.183218958,-0.35830647,-0.366572875,-0.51715465,-0.407525095,1,
0.603853516,-0.603346168,0.681931077,-0.312434482,1.76151031,0.578804998,-0.408366818,-0.279543071,-0.348438526,1.808483581,-1,
