-0.353062346,-0.673901813,-1
-0.227125804,0.44731976,1
0.092897668,-0.753524192,-1
0.148242519,-0.718473079,-1
-0.001512492,0.162927862,-1
0.045335014,0.209825732,-1
0.144346128,-0.687207537,-1
-0.13807064,0.552417323,1
-0.163859518,0.111343142,1
-0.195357423,0.401145698,1
0.186340497,0.521862336,1
-0.493403213,0.060078816,1
-0.091852703,-0.121781561,-1
-0.104281241,-0.545579876,-1
-0.208880582,0.15980217,1
0.242393245,-0.444768407,-1
0.149862516,-0.104829109,-1
-0.499493858,0.016449462,1
0.14708703,0.176694848,-1
-0.202654867,-0.184503123,-1
0.093351892,-0.084817481,-1
0.113395454,0.206269612,-1
0.251521287,-0.249621239,-1
-0.071667367,0.380278437,1
0.180550642,-0.49845242,-1
-0.18110124,-0.754390802,-1
0.277853887,0.248443724,-1
-0.013270918,-0.487471449,-1
-0.015021069,0.369673419,1
-0.003086907,0.21570428,-1
0.214114904,0.451763197,-1
0.04526842,-0.623506478,-1
-0.134170616,-0.750422412,-1
-0.055192833,-0.085694431,-1
-0.456429623,0.304573427,1
-0.449309379,0.252139505,1
-0.334600475,0.281089671,1
0.141552877,-0.68735638,-1
-0.247883789,-0.446524637,-1
-0.048672483,-0.794816139,-1
-0.196443036,-0.609495121,-1
-0.499033662,-0.483780512,1
-0.041081533,-0.337171872,-1
-0.281017644,-0.021163907,-1
-0.175648898,-0.160797694,-1
-0.467887256,-0.036060639,1
-0.41606452,0.509238108,1
0.290919383,0.002818175,-1
0.022191316,0.101623959,-1
-0.421585674,0.390272429,1
0.131270102,-0.199910877,-1
-0.41008228,-0.672804066,1
-0.355537166,0.277316594,1
-0.357608572,0.521703881,1
-0.305715711,0.383035231,1
-0.026072855,0.371250263,1
-0.117572205,-0.028814623,1
-0.241497861,-0.045823532,1
-0.18033413,0.006288847,1
0.263928333,-0.199201151,1
-0.328143369,-0.628284855,-1
-0.298504565,-0.719930325,-1
-0.116435772,-0.415485151,-1
-0.467803462,-0.118666152,1
0.069119269,-0.519057341,-1
-0.042715034,0.330065584,1
-0.338509496,0.075443642,1
-0.160955434,0.15532539,1
-0.075113895,0.527234625,1
-0.42933428,-0.328234545,-1
-0.163838867,0.596361426,1
-0.451163976,-0.368855018,1
0.047732601,0.089645456,-1
-0.207188751,0.029607997,1
0.129997429,-0.761443568,-1
-0.170314311,0.260244279,1
0.166697757,-0.661804318,-1
0.109668675,-0.022146226,-1
0.029527133,0.120550695,-1
-0.381085193,-0.680666792,1
-0.037306841,-0.169670727,-1
0.238637063,-0.339791849,-1
0.179406401,0.366148059,-1
-0.445413685,0.487733581,1
-0.131739438,-0.373018851,-1
0.258166525,0.321476498,-1
-0.171444749,-0.054362931,1
0.022352105,0.460447825,1
0.217517804,-0.648380153,-1
0.164822471,-0.560093068,-1
0.105616831,-0.473569166,-1
-0.496378496,-0.530398708,1
-0.290769802,0.392829984,-1
-0.355183689,-0.190331345,1
-0.117563259,0.450450629,1
0.2124443,0.244093364,-1
-0.335886916,-0.422081355,1
-0.218344245,0.425989755,1
0.266494803,-0.417087749,-1
0.010730667,0.115756296,-1
0.143208489,0.572902228,1
-0.496395865,0.24764736,1
0.019850775,-0.314249802,-1
-0.494329879,0.402647683,1
-0.106647575,-0.008673531,1
-0.003190484,0.509732112,1
-0.425604613,0.214943258,1
0.01205282,0.438471132,1
-0.423334242,-0.229209591,1
-0.185308754,-0.219660305,-1
-0.214217862,0.571757445,1
-0.317685765,-0.341480122,-1
0.142917216,0.085643248,-1
-0.321577135,0.159965279,1
-0.081013092,0.019441722,-1
-0.259388576,-0.051065053,1
-0.017288975,-0.575780779,-1
-0.00865689,0.400913222,1
0.012375097,-0.276193526,-1
0.267964697,-0.49294225,-1
-0.222008398,-0.28870081,-1
0.172367388,-0.472349667,-1
0.131261048,-0.238416321,-1
0.241792019,-0.239151425,-1
0.122210497,-0.181394111,-1
0.053460951,-0.054158732,-1
-0.212282802,-0.490597818,-1
-0.40454458,-0.530629281,1
-0.376273129,-0.362781393,1
-0.405162688,0.009202685,1
-0.357640701,-0.182995682,1
-0.053497948,-0.536777836,-1
-0.291504321,-0.035869481,1
0.20878861,-0.216039885,-1
-0.025556168,0.269255291,1
-0.440391638,-0.720765697,1
0.190214252,-0.731429902,-1
0.126238559,-0.428763099,-1
-0.330991121,-0.013385985,1
-0.318515858,0.066865967,1
-0.162576039,-0.726547666,-1
0.003024477,-0.713367763,-1
-0.090906687,-0.483574231,-1
0.163344856,0.292706672,-1
0.11745137,-0.104361595,-1
0.051692947,-0.497776961,-1
-0.439466516,0.245815067,1
0.203431012,0.008704983,-1
0.24735643,0.068794172,-1
-0.28638208,0.129633422,1
0.033368969,-0.670342307,-1
-0.222783689,-0.148692165,1
-0.279307542,0.432386382,1
0.103908134,0.103063821,-1
-0.220479984,-0.767023689,-1
-0.221229893,0.020370545,1
0.105959973,-0.124516131,-1
0.005364408,0.102089837,-1
-0.186303314,0.08037445,1
0.078710485,0.048474655,-1
-0.039044637,0.18299267,1
0.028972188,-0.022513756,-1
-0.247013439,0.352598048,1
0.26144865,0.380517179,-1
-0.1457531,-0.468685587,-1
0.029889896,0.101262811,-1
-0.202122212,-0.326695304,-1
0.134332634,-0.639854048,-1
-0.407416691,0.553159442,1
-0.409437782,0.461777877,1
0.257016557,-0.522999722,-1
0.110032687,-0.525418105,-1
0.258966886,-0.458261052,-1
0.153830511,0.10749309,-1
-0.147358394,0.446659308,1
0.147368278,-0.414258492,1
-0.038740092,-0.489270813,-1
0.2255192,0.277620127,-1
0.269508245,-0.665651165,-1
0.124828789,0.508144045,1
0.171627811,-0.424294526,-1
0.005051999,-0.04760931,-1
-0.354588248,0.371263092,1
-0.477386588,-0.686932229,1
-0.241169031,0.28161654,1
0.093757932,-0.772219945,-1
-0.29988892,-0.674871547,-1
-0.162478092,0.172094159,1
0.196825571,-0.145667646,-1
-0.348015389,-0.259283898,1
0.140357932,-0.684289246,-1
-0.046348609,-0.149153784,-1
-0.239294652,0.562209737,1
-0.457855972,0.253740271,1
-0.108193485,0.597532159,1
0.005202647,-0.544449422,1
0.176351564,-0.572453628,-1
0.127650999,-0.340937569,-1
0.24868221,-0.497501826,-1
-0.316899085,-0.429412729,-1
